Additional data collected for market,,,,,,,
meta.instanceID,M-q705_cropShareAg,M-q706_cropSP,M-q707_cropAvgSP,M-q708_marketDistance,O-q801_newMgmtUse,uniqueid ,D-q420_cropSeedAmt
uuid:16acde7e-1d2c-47dd-be2c-f93f1e83c20d,0,1300,1200,1,VarietyReplacement,3916,1.25
uuid:f4f85480-e57f-41b3-b16e-2f2f2f0f562c,0,1300,1200,1,VarietyReplacement,3917,4
uuid:4005d7ce-bb5d-4fb2-b16c-18f37f25ca23,10,1300,1200,2,WeedManagement,3918,2.5
uuid:54ffc027-5403-45b4-8372-999eeed3029a,30,1400,1200,3,WeedManagement,3919,2
uuid:14d82900-4744-4baa-bfe9-9c35e3a666ab,30,1300,1200,3,None,3920,6
uuid:0804af42-843a-4641-aa57-96a1e439eb92,0,1300,1200,3,VarietyReplacement,3921,6
uuid:e3075a73-6516-439a-a4a3-4757f8cb6ce3,30,1300,1200,3,None,3922,4
uuid:3db52178-86e4-4733-a98d-0453f670b05d,30,1300,1200,3,VarietyReplacement,3923,6
uuid:98f2c420-87c2-4876-8601-4eb8389fd8ba,0,1300,1200,1,WeedManagement,3924,1.5
uuid:fe7d299b-8675-4973-8e3c-d6e670dd281e,40,1300,1200,3,WeedManagement,3925,10
uuid:04ec1b79-2f7b-4b8d-a29b-33889d31fbbc,50,1400,1100,1.5,NutrientManagement VarietyReplacement WeedManagement,3926,6
uuid:493a062f-3bd9-4235-a250-2c003c89f1bf,30,1200,1100,2,NutrientManagement VarietyReplacement,3927,14
uuid:7b97750e-c585-4b8e-9ce5-dc8c16a697b7,5,1600,1400,5,NutrientManagement IrrigationManagement,3928,5
uuid:530e8688-3e4e-42a0-8bd0-4a09c284b28f,50,1400,1200,2,NutrientManagement CropEstablishment VarietyReplacement,3929,10
uuid:d2acdd09-adc8-47f9-aff5-eeaac509fda8,20,1350,1000,5,None,3930,8
uuid:31b2a4da-0b76-4ae9-831c-150bfb5c6e9a,50,1400,1000,5,NutrientManagement VarietyReplacement WeedManagement,3931,7
uuid:4cd55310-2e06-4aa1-9525-7732590e5343,40,1250,1150,5,VarietyReplacement,3932,3
uuid:8285b771-5c68-40f7-b7bd-e89ec457fe90,0,1500,1200,1,None,3933,2
uuid:7058c2b6-34bc-416d-8c01-0f0a7f5d3255,5,1500,1200,1,None,3934,5
uuid:46fa7a6f-1c55-423a-a837-f481d9dbd9b9,5,1500,1300,1,None,3935,2
uuid:4dfdb596-4f7b-470d-a0cd-15c2a5bac0a8,5,1400,1200,1,None,3936,5
uuid:4ad7e710-77f0-4ead-8bf8-9e0ab6c4d36a,30,1500,1250,3,VarietyReplacement,3937,2
uuid:ee9eabcd-a7a7-4dd7-89d4-823f17f5c35f,40,1500,1350,5,None,3938,6
uuid:76425847-8193-4ac5-b821-a92c5bbf5753,20,1450,1300,5,NutrientManagement,3939,2.5
uuid:9b4adcea-d652-48d5-9395-921bb9a9bec3,70,1250,900,0.00E+00,None,3940,18
uuid:93c734b1-7a46-4482-a54e-829d1b36d4b2,70,1200,950,0.00E+00,None,3941,16
uuid:d8ae3b77-9457-42e9-9267-15896715a85f,60,1350,900,0.00E+00,None,3942,20
uuid:9e20e239-2408-4524-9a48-84d983dbf284,70,1300,1000,0.00E+00,None,3943,9
uuid:a414aa27-c1f7-45e5-9fb6-a643a6d3068f,40,1200,1000,0.00E+00,None,3944,8
uuid:79f830c9-2db2-4ad1-a16f-dc108737c2fe,70,1400,900,0.00E+00,None,3945,5
uuid:7cdccaf6-a935-449c-9247-35183325558e,40,1200,1000,1,WeedManagement,3946,12
uuid:3d8a6793-a1dc-420f-9eaa-5d58bb693256,50,1250,1000,0.00E+00,CropEstablishment,3947,25
uuid:dff84027-afa1-456a-a17e-5111ded2ff58,0,1700,1300,4,None,3948,1.6
uuid:723e05ce-5332-4e31-a27a-43d429b44a9f,0,1200,1000,4,None,3949,0.7
uuid:c80143e4-3a6c-4a41-ad4e-a04d6dc6850e,40,1700,1400,4,None,3950,2
uuid:4fc015d2-1036-47db-840a-e2a921829bd8,50,1700,1400,4,None,3951,10
uuid:09157665-cc08-406c-b9cd-15ca4793b57d,50,1700,1500,4,None,3952,2
uuid:81887b18-699b-492c-bbac-60fdd53bc4de,0,1300,1200,1,None,3953,1.8
uuid:06355095-0c72-4962-a95b-d0d7c5cc8d7c,20,1300,1100,1,None,3954,2
uuid:7dd8bfce-1f56-45ec-8268-e6e76b1ccbe4,0,1300,1200,1,None,3955,0.6
uuid:23a97142-1e8b-4fd7-b7f2-f0139f8e6725,50,1200,1000,2,None,3956,0.8
uuid:a589e9f2-69b8-4644-ba12-14a16ada4e2b,0,1200,1000,2,None,3957,0.3
uuid:4cc9003f-4f11-4cd0-98e6-539f9f2218cd,40,1200,1100,2,None,3958,2
uuid:0bdc40d2-577b-4588-8adb-d9d4ea02a253,30,1300,1200,3,VarietyReplacement,3959,2
uuid:15f7fa41-3d0e-45ed-bbd5-eb10d88beba3,40,1300,1200,3,None,3960,5
uuid:0d6ec4e2-9447-416e-9000-4966ce382c24,40,1100,1200,3,None,3961,2.5
uuid:6db95f41-fbd7-455f-9a84-a0d761588c2d,10,1200,1200,3,None,3962,1.5
uuid:27e7b904-9466-4fb9-bdf8-61e3700ff49d,0,1100,1000,3,NutrientManagement,3963,1
uuid:21f17e9d-2d16-4722-987c-48a3aa1438a5,30,1100,1000,3,NutrientManagement,3964,4
uuid:dd22b26c-fcb1-45ff-be09-604b3e0bded1,0,1200,1100,3,NutrientManagement,3965,1
uuid:a6e6796c-08ff-4e25-80df-6325a69461f6,20,1300,1200,4,WeedManagement,3966,5
uuid:96b18635-e40e-4507-9d9c-cb879db04b23,50,1300,1200,4,CropEstablishment,3967,50
uuid:836d268a-1e82-4b93-9664-3c844d4b7a06,20,1300,1200,4,None,3968,8
uuid:ab713ede-bbb5-4e4a-af39-b38b00a4fd1a,50,1300,1200,4,WeedManagement,3969,4
uuid:1ba0b8ce-7fc1-483b-91ad-3da97b80c01f,40,1100,1000,4,NutrientManagement,3970,8
uuid:0c809574-43d0-4e95-a786-37e52122f8cf,0,1200,1200,4,NutrientManagement,3971,2
uuid:62ed0982-7cf3-418d-b0c7-11a492d1d402,60,1600,1200,5,None,3972,30
uuid:c5501a08-12ee-458a-a7f8-4e17cd8ee227,30,1300,1100,2,None,3973,2
uuid:d15c9241-2cea-44f3-8239-fd8c95b89faf,20,1100,1000,2,None,3974,4
uuid:06f0c589-ec93-439f-bbd6-aa3086196ab0,40,1200,1200,1,NutrientManagement,3975,1
uuid:de625df9-215c-4f02-8744-2cf701766e54,20,1200,1200,1,NutrientManagement,3976,2
uuid:bee6ddb8-c372-4b4d-ac65-e2bba4286325,10,1200,1200,1,NutrientManagement,3977,1
uuid:edf94003-9f2a-4d51-a934-bef238716c04,20,1300,1200,1,None,3978,1.5
uuid:b7ea1809-d679-4b37-b82a-cb49a259cb5c,0,1300,1200,1,None,3979,1
uuid:21885d65-596c-4393-a918-85d323276cca,0,1300,1200,1,None,3980,2.25
uuid:8989948a-f37d-456c-a5a6-86f24b17dd5f,30,1300,1200,3,VarietyReplacement,3981,2.5
uuid:e844b4b5-9d38-46c3-859a-6ce596493990,30,1300,1200,1,VarietyReplacement,3982,6
uuid:57f16437-b31f-4797-b6d1-8d4497a09f81,30,1300,1200,3,None,3983,9
uuid:c6f39a72-5f7d-472f-ae3f-7aee85aca55d,0,1300,1200,3,None,3984,4
uuid:da30266b-303d-40d3-8154-f2fc582d6e41,0,1200,1100,3,None,3985,0.6
uuid:e22117d9-7c0e-4a86-974a-436f78ea31f0,60,1300,1200,5,None,3986,15
uuid:08ca66f2-1005-441b-b20f-3c3a7011675e,40,1200,1100,5,None,3987,20
uuid:fbd92e31-f8d7-4c07-a56d-4ba7a7d4d088,20,1100,900,3,VarietyReplacement WeedManagement,3988,7
uuid:d95ab784-39bf-4b8b-9980-fc622384fc5f,50,1200,1100,5,NutrientManagement VarietyReplacement,3989,15
uuid:cee5899e-6387-4758-8344-53aeddfba636,40,1500,1100,5,NutrientManagement VarietyReplacement,3990,12
uuid:9931f604-3bc2-4e77-ba0f-ee48dc5d67bd,40,1300,1100,5,NutrientManagement WeedManagement,3991,22
uuid:c51d5ba5-ebad-4b5c-83ef-29dc860f6d6c,20,1200,1100,5,NutrientManagement WeedManagement,3992,8
uuid:b6ca8c42-eb25-4d09-a9e3-c37785a727ec,20,1600,1300,3,None,3993,4.5
uuid:a37af43d-5c51-4e4e-b87a-bba709855d46,20,1700,1300,4,None,3994,17.5
uuid:7e4f913b-da01-4da7-8767-49d1ed617cdb,20,2400,1600,4,None,3995,3.125
uuid:09f563fe-644b-4c10-8bfb-e3c507c1b2ed,10,1500,1450,3,None,3996,12
uuid:99b7915e-fc7a-476e-b52b-9c7e8a621950,60,1500,1100,3,None,3997,30
uuid:4ec6b283-7271-4345-8cfc-e18a742de9da,30,1550,1300,3,None,3998,2
uuid:54bd5390-9b3f-45ed-9621-3ff7dd3e3752,10,1800,1500,6,VarietyReplacement,3999,4
uuid:85695200-ded3-44dd-b0cd-9460dfe39c18,5,1200,1300,6,VarietyReplacement,4000,2
uuid:47235234-b083-4853-8ebc-ab182540108d,10,1150,1400,5,VarietyReplacement,4001,2
uuid:5989aaff-8ac7-4a57-89ba-25017c6c8604,10,1300,1400,5,None,4002,3
uuid:baf5dcbb-6797-4c35-9b17-885774951d56,10,1700,1500,5,VarietyReplacement,4003,1.5
uuid:4c8762f0-95b0-4419-ae19-319d8373ba30,5,2000,1800,2,VarietyReplacement,4004,1.5
uuid:b788eed9-4f32-42c2-9ff7-0698052f4f05,0,1900,1500,5,None,4005,3
uuid:5466f27e-c36b-4d7a-97dc-b1008e0ae5c1,40,1600,1500,0,None,4006,4.5
uuid:d111853d-e700-4882-9545-9c9bea1ec3f1,60,1600,1500,0,None,4007,7
uuid:14677922-8566-4df0-b218-cb62e46d2f42,60,1600,1500,0,None,4008,3.5
uuid:85e26360-95e4-4583-a7ea-96b684ae4069,50,1600,1500,0,None,4009,4
uuid:6335b1cc-5561-4866-9dbd-640ab83f59c3,60,1600,1500,0,None,4010,5
uuid:68385d09-a6d2-4840-a088-0ffbd8f7a723,60,1600,1500,0,None,4011,4.5
uuid:865ad9f3-ecbc-46aa-90e4-aa72c197976b,20,1600,1500,0,None,4012,2.75
uuid:b501b4c0-a4cb-4e4f-a44c-dfee310bfd2f,30,1600,1500,2,None,4013,2.75
uuid:cc7a1d19-8e17-4dc6-8764-b28c786165ea,40,1600,1500,0,None,4014,6.25
uuid:09befd2e-47bd-4279-afb9-b34a88656c98,50,1600,1500,0,None,4015,5
uuid:49e3df56-c6c2-4b40-937b-703388e5db08,50,1600,1500,0,None,4016,4
uuid:697ffd64-0342-4551-bd2f-78fc8eda0780,50,1600,1500,0,None,4017,6.25
uuid:1fd221bb-5af0-4b48-b17a-6ebd474c951d,50,1600,1500,0,None,4018,4
uuid:e93ac39d-2554-472f-847c-f1e59098ffd3,40,1600,1500,0,None,4019,6.5
uuid:afac1d52-a8d8-48ec-8eb1-37c236fa5a19,10,1500,800,1,None,4020,3.5
uuid:c0e66cb7-fa80-4062-827f-afdb885d7730,20,1500,1100,1,None,4021,3
uuid:ca414d66-19d3-4169-bbb7-1bdc3f44946f,30,1500,900,1,None,4022,4
uuid:a832ff86-fff6-4606-a8b9-895029f335bb,40,1300,1100,6,None,4023,8
uuid:3ed4dd32-022d-4654-8ba6-f6504dd87b4d,20,1400,1000,5,None,4024,4
uuid:3415b519-7c48-44fa-abfd-3e4b71ff8b0a,30,1300,1100,6,None,4025,15
uuid:8f79fc24-a50d-4742-be11-b28a4ad5c5c6,50,1350,1000,6,WeedManagement,4026,4.5
uuid:b4d17d92-c3a7-4b36-a4ca-53e7b11c932d,20,1350,1100,6,None,4027,5.5
uuid:2ce40490-ce6c-4bc9-a961-ffe08b778ac7,60,1350,1100,6,None,4028,6
uuid:b24ac774-0e12-49bd-97de-6e168130aaeb,40,1400,1000,6,None,4029,4
uuid:f0182a03-11cc-4e5a-bfc9-0101fba74198,0,1500,1200,1,CropEstablishment,4030,12
uuid:59925413-b548-47e0-9cdf-3bb63b9c58f5,0,0.00E+00,0,1,None,4031,15
uuid:c4e84644-ac4c-44b5-aa54-f3e5fd1417cc,30,1522,1200,1,None,4032,15
uuid:e07e2974-3396-4ad3-9abc-f5b56eedee71,40,1522,1300,1,None,4033,15
uuid:d074d1ce-b746-474c-9288-41db2073bc93,60,1200,1400,1,None,4034,60
uuid:b556d9ee-7279-4853-9707-0f918d15b678,80,1500,1200,1,VarietyReplacement,4035,15
uuid:7b69431d-99c3-461a-9b8b-266faf828fb0,40,1200,1000,1,None,4036,0.75
uuid:fcf1ff05-a24a-45fa-8cbb-5b6758abe1eb,40,1200,1000,1,None,4037,2
uuid:767664cc-7ef0-4490-ade0-29f2ab141b90,30,1200,1000,1,None,4038,0.8
uuid:63290c2d-9970-4679-adb2-20b1d5c1c9de,50,1200,1000,1,None,4039,2.3
uuid:c3690570-2204-4c24-b7d0-766b8c071d2c,50,1200,1000,1,None,4040,1.2
uuid:f4dfc3ec-6912-4172-bbc9-827f5758e49f,0,1300,1200,1,VarietyReplacement,4041,1.25
uuid:081ccd67-79be-481c-a209-b80f9cc93415,0,1300,1200,1,VarietyReplacement,4042,2.5
uuid:92665a2c-78a7-422f-9617-e754cf3b093a,30,1300,1200,2,None,4043,3.5
uuid:14b1dfc8-14ee-421a-b72a-b636dd92c18f,30,1400,1200,1,None,4044,3
uuid:ae28efbc-fc0f-496e-ad32-f58f2e5227b1,30,1400,1200,1,None,4045,3
uuid:b23240f5-309e-4707-aa82-b9499299eaef,30,1100,1100,1,NutrientManagement,4046,2
uuid:26334848-b02f-48b3-a388-3cef65d83386,10,1200,1100,1,NutrientManagement,4047,2
uuid:19fb3c7c-adbd-4477-ac6f-eb8686860828,40,1200,1000,1,None,4048,0.8
uuid:905ef267-388f-4136-b8c7-4c844f0c3fe0,50,1400,1100,1,NutrientManagement VarietyReplacement IrrigationManagement,4049,6
uuid:ad39aa0b-a6ec-4b57-a293-2d51ec476a25,50,1400,1100,1,NutrientManagement VarietyReplacement IrrigationManagement,4050,8
uuid:0209cbc6-92a3-4626-95a4-64ad068807d0,30,1800,1400,5,NutrientManagement IrrigationManagement,4051,5
uuid:0ca2b902-a579-46c3-b450-c51a56108d92,0,1108,1000,1,None,4052,8
uuid:8b1e167f-2758-4146-a140-dede13e00705,30,1100,1000,1,NutrientManagement VarietyReplacement,4053,15
uuid:7c4321f2-4f57-464f-ba5e-a28f9388ab26,30,1800,1400,5,NutrientManagement IrrigationManagement,4054,5
uuid:08e8596b-8fcb-453b-adb9-2e29c1d1d3c1,20,1400,1000,2,None,4055,4
uuid:d8c6855c-b413-4e53-8c84-f1b10abff250,0,1600,1500,0,None,4056,1
uuid:bf8e314f-2406-48e0-9ae2-c15842c71553,30,1600,1500,0,None,4057,5
uuid:fc330367-f8d0-4fb3-ba15-8848338a4655,20,1600,1500,0,None,4058,6
uuid:dbdd8209-14d0-41d0-afd3-392b47b457a9,40,1600,1500,0,None,4059,7
uuid:91fcd64d-788d-4170-a3a7-c385aa976070,30,1600,1500,0,None,4060,5
uuid:af96bfd2-5170-4f28-9efa-9131f22cdff7,40,1600,1500,0,None,4061,5.5
uuid:e61b605f-3388-476a-9fbc-db3192603ba9,10,1600,1500,0,None,4062,2.5
uuid:029e6dca-b5d1-4a1b-9b98-565f4fd61ec8,50,1600,1500,0,None,4063,5.5
uuid:a34859aa-d59b-4056-839f-10687a3e484f,40,1600,1500,0,None,4064,2.75
uuid:77f980ef-d90f-42e0-b96e-11039c51ce1d,40,1600,1500,0,None,4065,5
uuid:56d0172b-ea1e-4ccd-ab41-e177195a36ff,20,1600,1500,0,None,4066,3.25
uuid:285f22f9-3060-48cb-923e-2128a95f9660,40,1600,1500,0,None,4067,5
uuid:3e90cedb-344e-4f6e-9c66-58db70c2a229,40,1600,1500,0,None,4068,5.5
uuid:13934191-e244-4305-80bc-8b013cea3418,30,1600,1500,0,None,4069,1
uuid:c47d0ef8-82a5-44a6-a164-4e1013117f8f,40,1300,1000,4,None,4070,20
uuid:ab558b44-fc36-4241-846f-893523d7bf68,20,1400,1100,5,None,4071,4
uuid:028daa70-4dd1-497b-8a5a-c4234d159fea,5,1300,1300,4,None,4072,1
uuid:db6395a9-fe31-43e1-864b-370430cde438,0,1700,1100,5,None,4073,1.5
uuid:08c2b6c4-c2d1-4e0e-906c-43180b9c9936,5,1300,1100,4,None,4074,2
uuid:df0caa21-6235-44b0-bb9a-4cff822c4293,30,1500,1100,5,WeedManagement,4075,3.5
uuid:2d590951-9ffc-4637-ad9b-52055cb5a9b9,20,1300,1100,4,None,4076,2
uuid:29adec28-e012-4715-919b-a7124c5ec8f6,0,1300,1200,3,None,4077,2
uuid:ea627b40-376e-4ec6-9c68-338f0e935aa6,0,1300,1200,3,None,4078,6
uuid:d77f5c07-d93f-4c6f-9740-49f1e693eae0,0,1300,1200,3,None,4079,4
uuid:6fcd8d22-0300-4b77-a358-8e463918d02a,0,1300,1200,3,None,4080,1.4
uuid:dbe94fd1-5a7f-4a86-b6f2-c1d632b8914c,10,1400,1200,3,None,4081,3
uuid:8c6ce217-e645-4e01-9831-0d9440a05195,20,1300,1200,1,None,4082,4
uuid:d84b31d7-b2ab-4679-8915-a75bb31c734e,50,1400,1200,3,CropEstablishment IrrigationManagement WeedManagement,4083,12
uuid:c48cf6d0-d1ec-4f38-b6f0-4d08148bfa6f,30,1500,1300,7,VarietyReplacement WeedManagement,4084,12
uuid:073556f6-4078-4e0e-b036-39a0353a0865,20,1800,1200,7,VarietyReplacement WeedManagement,4085,3.125
uuid:a57ea56b-73ba-4202-8ace-111188749357,0,1400,1150,7,None,4086,4
uuid:026b5906-d20d-4904-9b46-bfbcfc307177,70,1500,1300,5,CropEstablishment VarietyReplacement WeedManagement,4087,12
uuid:20971875-94eb-474d-8306-b6bdc32e049d,10,1400,900,7,None,4088,10
uuid:93e4d43d-e97a-416b-b7a7-979d0a3617ff,40,1400,1000,7,None,4089,4
uuid:00f94683-e94c-426f-8c9a-185f5332f0a0,20,1400,900,7,None,4090,3
uuid:c90b82cd-1d03-44c1-8bcd-1a7c9b403af7,10,1200,1100,1,None,4091,2
uuid:a978f6a3-bf9d-4dde-bde9-7e15f6ca4f5a,5,1100,1000,3,None,4092,4
uuid:1a03e24a-6abc-4369-b1a6-cbdffd03350e,10,1500,1300,5,None,4093,3
uuid:79d09c88-002a-4d3d-a903-27bb3aa9dc9b,20,1000,1000,3,None,4094,5
uuid:756587b2-bc64-43fb-831c-c745c852ceb1,20,1500,1500,2,None,4095,3
uuid:7f092e9c-8f04-405d-9674-c994450c2378,5,1200,1000,4,None,4096,3
uuid:58916dd2-9949-470a-9fc4-7b144f08e50a,5,2400,1600,3,None,4097,18
uuid:38ee4fe7-7ff1-46db-aec3-b8530f9669d9,5,2500,1600,3,None,4098,10
uuid:b5467314-2a9b-4b3f-b739-759f1579668f,50,1500,1300,4,VarietyReplacement,4099,15
uuid:a27ddf70-c761-4ff6-9177-4d86a6a22a59,40,1600,1400,4,VarietyReplacement,4100,2
uuid:8f9dda2f-169e-4272-8a16-64acab19b2d9,10,1400,1300,2,None,4101,2
uuid:e068def4-2538-4125-8261-d544f7dcecbe,50,1400,1300,2,VarietyReplacement,4102,2
uuid:827d25e3-d043-4076-a7a0-a72d5b46b100,60,1400,1300,3,None,4103,5
uuid:cb021c37-00fb-469f-b5c5-cc65c5061140,100,1300,1000,8,None,4104,25
uuid:27f90a06-4169-4a93-84f5-a7e4a144be42,50,1300,1100,8,None,4105,5
uuid:a6521496-f0a0-4470-8f06-b7a9f94e728b,5,1600,1000,7,None,4106,12
uuid:92532257-7925-4782-84b7-bdcfa760c327,0,1200,1000,7,None,4107,4
uuid:3ec56139-715e-4790-b43b-526208fd4340,30,1200,1200,3,None,4108,5
uuid:b5e40e7f-2efc-467d-90db-24c98a383879,20,1200,1200,2,None,4109,10
uuid:d5db6382-9323-4857-9dd6-b09e1b84b791,30,1200,1200,1,None,4110,6
uuid:e7fffefa-c6bf-469c-8139-b0419d2d095e,0,1400,1400,2,None,4111,5
uuid:e1207102-2459-448d-9bbd-b26d8a7509bb,0,1325,1200,5.5,None,4112,22
uuid:a8379f13-df8c-4fcf-bf80-adb7172e43dd,0,1400,1250,5.5,None,4113,12
uuid:b86b4280-32c1-47df-98ca-3e8664dcbb63,30,1250,1150,2.5,None,4114,5
uuid:7f75fab2-3101-433e-aec0-ef1649567702,30,1200,1000,2.5,None,4115,7.5
uuid:6cdf0571-3f8f-4920-a603-a3591c02cf09,0,1000,1000,2,None,4116,5
uuid:8b89137d-64d8-4a69-bf8c-91ee0f7ff18a,0,1400,1400,2,None,4117,5
uuid:e0d408cf-60f4-439f-85ee-0376d8750b0c,0,1400,1200,2,None,4118,12
uuid:18214c80-bd18-48bf-85f0-fe1192411d02,20,1600,1200,1,None,4119,16
uuid:3d332a48-7fba-4e09-b01d-6effda404700,0,1500,1200,1,None,4120,15
uuid:74a05dc5-e288-45dd-aca0-b950caa94d07,50,1522,1000,1,NutrientManagement,4121,15
uuid:301c1ea6-23ac-4273-8952-a81e759c410d,30,1522,1000,1,None,4122,15
uuid:9a4ed781-839d-4fdc-a233-d12b88b6e9a8,50,1522,1000,1,None,4123,30
uuid:dd779131-9cc7-4847-90a0-37e7d137fdc2,40,1522,1000,1,None,4124,24
uuid:4232d93d-313c-4df2-bc5f-908ee803c9c5,80,1522,1000,1,CropEstablishment,4125,90
uuid:ad96b24f-0d0e-429c-a666-e0f80e2aa1e7,60,1522,1000,1,None,4126,36
uuid:42dfe9e5-6738-4475-8e82-35d2b9f5b8bc,40,1522,1000,1,None,4127,12
uuid:35e3f226-ce6a-4eb5-8571-6f43441c96ee,40,1522,1000,1,None,4128,60
uuid:cfe6bc05-b501-486e-a05f-3f1b8038f88e,60,1522,1000,1,None,4129,80
uuid:4c39b4b9-5c3c-4073-86f3-da4de8c04a2a,70,1522,1000,1,None,4130,36
uuid:71f34bb3-8177-488d-acb6-9a7fd558f816,0,1522,1000,1,None,4131,12
uuid:61f6dab3-79e2-4889-b210-edc28b2d6338,0,1522,1000,1,None,4132,12
uuid:84120b19-ebf1-4e2d-9234-6102ddca349d,60,1522,1000,1,NutrientManagement,4133,36
uuid:9af2a411-6e11-4079-9121-920eba355b93,100,1150,980,6,None,4134,24
uuid:58851c9e-25b8-4e6d-aad8-73fb31794936,100,1550,1280,2,VarietyReplacement,4135,88
uuid:b14f8f09-5cf0-45fe-abb0-ab5c32189a48,20,1280,1070,2,None,4136,25
uuid:90a13562-4ffa-47ff-bf5d-fcc3ddb3e283,100,1500,1200,1,None,4137,45
uuid:90496e79-2420-4af1-b741-ec272c4827c0,100,1550,1350,0.5,None,4138,25
uuid:3f497147-9505-40d9-992b-fb6560d42e1b,10,1550,1150,0.5,None,4139,25
uuid:3ed5927c-f306-489e-b881-b40291b2bd8e,100,1300,1100,0.5,None,4140,18
uuid:a31c6b93-7406-4cbe-a5e8-1ba5a4f0c494,100,1550,1240,2,VarietyReplacement,4141,14
uuid:4db62cf2-1ec6-43ca-b5ca-774b6f360d32,70,1270,1080,0.5,None,4142,30
uuid:fbb23dc9-71d8-41b0-9922-1d606d1f2065,60,1270,1040,6,None,4143,10.5
uuid:5e21cc2c-b6cb-4f21-955d-14427e010f57,0,1550,1350,0.5,None,4144,15
uuid:f0527dbd-0147-433c-91f7-320db92a161e,100,1550,1250,0.5,None,4145,17
uuid:79f9d50e-4007-465e-ab3f-d3adcb2b6d75,100,1400,1080,0.5,None,4146,40
uuid:c37404d1-3a08-4eb8-96ab-657e579813f6,30,1300,1200,2,VarietyReplacement,4147,4
uuid:0c632772-5419-4fa8-b6f5-e2faf01e0abd,20,1300,1200,2,WeedManagement,4148,5.5
uuid:63cb8737-63a9-4210-b125-45afc18d3314,20,1300,1200,3,None,4149,2.5
uuid:5aa5030f-9cca-4183-abe9-8100864123f4,10,1300,1200,2,None,4150,2.5
uuid:4a9e99a1-6c78-4242-944d-4c46ec30f49f,40,1200,1100,5,None,4151,3
uuid:449a0993-f76f-4370-baba-1386d1f3ac6e,40,1200,1100,5,None,4152,2
uuid:aedfd687-2bc8-49c4-a9ab-2940aabdd613,30,1200,1100,5,None,4153,2
uuid:7b7d2d91-42cb-462c-a9d7-9a61ec803eb2,30,1700,1100,0.5,VarietyReplacement WeedManagement,4154,3
uuid:3480c585-0ec9-43e1-8705-99ef7d7b4d44,30,1700,1100,0.5,VarietyReplacement WeedManagement,4155,2.5
uuid:f2ba9732-3e7f-4591-8a57-6c38e426e3b0,10,1300,900,1,None,4156,2
uuid:1a799126-8bec-415e-a2e5-d08d4b7dc060,10,1300,900,1,None,4157,2.1875
uuid:f0ebb7e0-7cca-4012-bad9-406b219372c6,20,1400,700,1,None,4158,8
uuid:dc2cb451-6245-459e-8211-c3539e643d83,0,1400,0,1,None,4159,8
uuid:1e85fa32-fd2d-4f8e-95eb-5f316fb05e7c,10,1400,1000,1,None,4160,20
uuid:7c1c6fb8-7cb2-4f3c-8db0-3a52b249f8ce,30,1400,1300,10,VarietyReplacement IrrigationManagement,4161,5
uuid:882906ca-0f63-4a0b-b806-c0929b87b7f4,5,1300,1200,10,None,4162,2.5
uuid:83122fd7-03e2-4b33-abd3-726d67ece7a2,30,1600,1400,6,None,4163,4
uuid:f3f31749-53be-48c3-8c7a-04309ad7129f,30,1550,1400,5,None,4164,6.5
uuid:45dddd86-a3ce-483a-8ef6-36572db9ff30,50,2000,1600,5,None,4165,1.5
uuid:89cc58a9-dece-43ed-b941-94cb2457a87f,50,1400,1200,6,None,4166,3
uuid:1de79d1e-c4a7-4197-9030-2a19b0ffda37,60,1500,1400,6,None,4167,2
uuid:f1f00e58-83f8-4a86-88ad-7c401c823514,50,1300,1200,6,None,4168,2
uuid:de33f49b-fdee-46f3-b253-f50d6b4113f6,50,1400,1300,6,None,4169,3
uuid:bc196549-536e-4612-9ec2-6244fb2829d4,50,1500,1400,4,NutrientManagement,4170,4
uuid:77776de6-2280-4fdc-bb0d-fc53ff1ecfcc,60,1400,1300,4,NutrientManagement,4171,4
uuid:35ed99a4-b79b-4ead-8054-8115500e133b,20,1700,1500,6,None,4172,4
uuid:6df67d8c-b487-4572-b576-4b878c43d3aa,40,1600,1400,5,NutrientManagement VarietyReplacement,4173,4
uuid:453d3f82-bb2e-487e-a81d-34dfddc1e8d3,10,1800,1200,5,VarietyReplacement,4174,4
uuid:bfc575de-a88b-470e-a3a8-0610fbb34e7c,40,1700,1600,7,VarietyReplacement,4175,1
uuid:aceee6e1-8c40-4cfb-9321-ea8daa18ebb9,5,1600,1100,5,NutrientManagement VarietyReplacement,4176,5
uuid:8f6f0485-5561-4ccc-be99-7936ef04fbe4,5,1700,1400,8,None,4177,0.5
uuid:5e125cff-8a05-4140-98e8-54ad5ebc357d,50,1500,1100,5,VarietyReplacement,4178,12
uuid:b9b06a93-1d38-4d2c-a072-772c01ad4d99,40,1600,1000,5,VarietyReplacement,4179,10
uuid:417b6583-d1a3-499a-a470-0c0fbe163c84,40,1500,1200,5,VarietyReplacement,4180,12
uuid:716c2700-f134-4e7f-8fc7-ac58ab7b65c7,40,1400,1200,5,VarietyReplacement,4181,8
uuid:db301a5b-b36d-49c7-b3da-26f304120452,50,1400,1000,5,VarietyReplacement,4182,15
uuid:12d4091e-8ab7-4b48-80cd-041833df63fd,40,1400,1200,5,VarietyReplacement,4183,20
uuid:6b27798b-57cf-4b3e-ac15-fb8a1a3fe1c0,50,1600,1200,5,VarietyReplacement,4184,12
uuid:99b3c2ef-9649-4ea6-b32c-e6235836e0a6,70,1522,1000,4,NutrientManagement,4185,60
